,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,a,b,A,B,s,R_y
432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0353424637306215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,10.0,0.25
433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0806509698473677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,10.0,0.5
434,0.0,0.0,0.0,0.0,0.0,0.0891961927635207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,10.0,0.75
435,-0.1158095450128684,-0.017949454162039,0.0137399243882854,-0.0103011790465771,-0.0205785145841775,-0.0457130887884348,-0.0168320479956321,-0.0214235321547223,0.0622591275949386,-0.0427734680119919,0.0240793688008094,0.0539510995413872,0.0413978825033879,-0.0207920194434769,0.0326844769291844,0.0119031763943998,-0.074529088750027,0.0179154707358945,0.0695531042326615,-0.0440909824062564,-0.0375845551387019,-0.054230375646865,-0.0339089326598292,-0.0450736589589466,-0.0467073772671741,0.0101942336292435,-0.0179056747331476,-0.0201454006464431,0.0430204109883886,0.0393500039076163,0.0233414397399438,-0.013739078632576,-0.0350116829638177,2.0,3.0,2.0,1.0,20.0,0.25
436,0.0,0.0,0.0,0.0,-0.1108721493556603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,20.0,0.5
437,0.0,0.0,-0.0939942872503226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124419912861228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,20.0,0.75
438,-0.0494885378595424,0.0238863157291431,0.0199190595647215,-0.0344132169935029,-0.0519965292873056,-0.0001635145592179,-0.0084294052624002,-0.0235147624137545,0.1048767966516183,-0.1150767728499064,0.0310785958222021,-0.0264119565844451,-0.0148813478335675,-0.0783339306477004,0.0517610954251415,0.021573613460679,-0.0482500010770237,-0.0772366900764263,-0.0380942334602674,0.0750389297952631,0.0086087885488639,0.0528724320540684,-0.0282880494495242,-0.0065938419684144,-0.0558615893144545,0.0439647348430687,0.0127434333717275,-0.0213426775510025,-0.0093552720172448,0.0302955676753496,-0.011820123441071,0.1007350452037602,0.0553308421932841,2.0,3.0,2.0,1.0,30.0,0.25
439,0.0243342194191931,-0.0065507244362401,-0.0089615261336458,-0.0072376735444262,-0.0024311350412457,0.0042528560473389,0.0190131794701005,-0.0164997635907406,0.0005230932865251,0.0160450141289792,-0.0143579746608709,-0.0046689739878811,0.0130319786089268,-0.0102403605023733,-0.0136644185816853,0.001052544521462,0.0,0.0090944186967812,0.0045243135113744,-0.0056140205462517,0.002344667428111,0.024326429908199,-0.0078968656170622,0.0021768026375951,0.0,0.0047554585819178,0.0124903960770351,0.0,-0.0009652706090764,0.0065980138855581,0.0,-0.0020309679524589,0.0017429049712632,2.0,3.0,2.0,1.0,30.0,0.5
440,0.0721342990146689,-0.008768347269981,-0.0763538921469359,-0.0061050233665673,0.0232507830138078,-0.0008947478253476,0.0301241989070201,-0.0327856894811725,0.0003802763086246,-0.0354702595957622,0.0492807585958406,-0.0175801295627358,-0.0020328904443845,-0.0161992981850504,0.0,-0.0275484407658342,-0.0241820365869841,-0.0366149629007054,0.0065196804562124,0.0522308271986999,-0.0046669685850859,0.0630758563426164,0.0,-0.0042319805858146,0.0,0.0572277157781287,0.0108280909433804,-0.0524685929471115,-0.0329815059712248,-0.0341198386534175,0.0145749738532788,0.0206582826703988,0.0139893396695749,2.0,3.0,2.0,1.0,30.0,0.75
441,-0.0500482572111233,0.0316776037286658,-0.0055942858068641,0.0363693695507996,-0.0947294341391468,0.0,-0.0493298903983111,0.0907044254849985,-0.0246006510034539,-0.0200665491012749,-0.0283890587797637,0.051386295914284,0.064383626842661,0.0386165069155919,-0.0249550396843625,-0.0389236937136282,0.0099163938356749,0.040265315607995,0.0047445661068038,0.0336848051714325,0.0128024331028584,0.1043961793234703,-0.0293860652271321,-0.0127934149354551,0.0188458908131512,-0.0081350005819319,-0.0456142592096738,-0.0084869800237705,0.0036354625757082,0.0536398264788375,0.0658137533095838,0.0107934341696646,0.0215077371296835,2.0,3.0,2.0,2.0,10.0,0.25
442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23059804714722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1227333388144146,0.0157987859723005,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,10.0,0.5
443,-0.0265255993717477,0.0243388019601406,-0.0930301199193324,0.0027854556706406,0.0,0.0509306900207787,0.0263180310831313,-0.0128023941357123,0.040495790178697,0.0050489705541984,-0.0103861975896579,0.0,-0.0101861893815339,-0.052511144183766,0.0384391707006836,-0.0408992361695553,-0.0274912406216137,0.0142732465400108,-0.0908395517978588,0.0068598377915074,-0.0205680770172193,0.064961012274452,-0.05417329993592,-0.0456721456013222,-0.0230509885442669,0.0014438560727458,-0.0291574107470856,0.0389213744803925,0.054434410797663,-0.0326362101997932,-0.0403024321087934,0.0093521275777583,0.056337434987885,2.0,3.0,2.0,2.0,10.0,0.75
444,0.0,-0.0440278165877723,-0.0129987371095881,-0.01947566118148,0.0,0.0345027725076253,0.0296528090206712,0.0,0.0,0.0,0.0542897703992839,0.0,0.0,0.0,0.0,0.0,-0.016299318078345,0.0,0.0635883737016828,0.0,-0.0168031768510616,0.0,-0.0397561105781654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030318044411437,-0.0431685116362974,0.0,2.0,3.0,2.0,2.0,20.0,0.25
445,0.0092853750426225,-0.1985560522546824,0.0524973410726247,0.0,-0.0016941678204406,-0.0501552186692549,0.0,0.0057976398694263,0.0017313771802796,-0.0529537706491254,0.0218716051746137,-0.0421059251544793,0.0810077852066064,-0.0982770558960615,-0.0079636876619263,-0.016367255403335,-0.0766617106458152,0.0,-0.0718980287477202,0.0338016468629745,0.0403300735381201,0.0377973841289535,-0.0119823311598026,0.0314474910860239,0.0106989903155071,0.1396978002385863,-0.1431887317256026,-0.0418135473763918,-0.0243041851308118,0.0030531794303044,0.0502571919299377,0.0665585149779175,0.0466755520623161,2.0,3.0,2.0,2.0,20.0,0.5
446,0.0,0.0,-0.0124574826567561,0.0,0.0,0.0,0.0115583385112246,0.0,0.0,0.0,0.0,0.0025152507683963,0.0,-0.0294060547823851,0.0629342150613727,0.0401900487321111,0.0,0.0,0.0446870247853914,0.0670280800349334,-0.0397571687519669,0.0,0.0,0.0,0.0881790503029761,0.0801009167103919,-0.0484622324829905,-0.0226492347601059,0.0,0.0,0.0,0.0,0.0349651043879148,2.0,3.0,2.0,2.0,20.0,0.75
447,-0.0108364767261708,0.0065685064773474,-0.0183857023923858,0.0094415091201569,-0.0425847634083652,0.0028044316732666,0.0381143432980431,-0.0262689422979542,0.0304970945467492,-0.0084772575987971,0.0227071837817026,0.0047841810659952,-0.0040402727186728,0.0232153045034716,0.0100520284326585,0.010712961187919,-0.0155871404443845,0.0145923407058838,0.0270611692745411,-0.0380954010891454,0.0492577555372551,0.0769524196303372,-0.0414864259695744,-0.0146628226109057,0.0078561163239103,-0.0167316020044171,-0.0137734201936283,-0.0445439396037223,-0.0226190542673606,-0.0334642289361855,-0.0325885397147443,0.0286440311187229,0.0207003463794662,2.0,3.0,2.0,2.0,30.0,0.25
448,0.0071366919376162,0.0517569001718301,-0.0144492396153756,-0.0416090442980558,0.0057502704002598,-0.0574220531816135,0.0307218350642015,-0.0397263436819029,-0.0107466831948372,0.045060438820423,0.0,0.0090890830506079,0.0200502171345682,-0.0485414942665203,-0.0141560304893847,-0.0303249740362105,-0.0032135651021001,-0.0285608668459813,0.0588228842508296,0.0152679665627729,0.0968680376577999,0.020901404046075,-0.0109485930215475,0.0234843091456839,0.0411287695801563,0.0207665870369647,0.0450510784812908,-0.0501415360290893,-0.0009026870134153,-0.03573692276504,0.0051085138201255,0.0204039448878803,-0.0021133562074947,2.0,3.0,2.0,2.0,30.0,0.5
