,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,QNZR368BIS,IR3TBB01NZM156N,IRLTLT01NZM156N,NAEXKP01NZQ189S,QNZN368BIS,a,b,A,B,s,R_y
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4106518374074343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,30.0,0.5
224,0.0,0.0,0.0,0.0,0.0,0.0,0.4489403193657993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,30.0,0.75
225,0.0,0.0,-0.1460238510030401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,10.0,0.25
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2992449030559055,0.0,-0.3405693174889487,0.0,0.0,0.0,0.0,0.0,-0.0395637045487079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,10.0,0.5
227,0.0,0.0,0.0,-0.2675469706203376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2423534117826531,0.0,0.3508743669178044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3733764187652192,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,10.0,0.75
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1561423634443463,0.0,0.0,1.0,3.0,3.0,2.0,20.0,0.25
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0908915343522761,0.0,-0.1611906540704803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,20.0,0.5
230,0.0,0.0,-0.1013076310370831,0.0,-0.1911117207891164,0.0,0.0480953973826541,0.0,0.0,0.0,-0.0945163531215342,0.1029423499960704,0.2628044626681054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1562390657335143,0.0,0.0,-0.0458426016499474,0.1452180541911069,0.1891495636604303,0.0470205843283801,0.0,0.0,0.0366316130803171,0.0,0.0,0.0,0.0,0.0939810906953898,0.0223331841296553,-0.1652479610337644,0.0,1.0,3.0,3.0,2.0,20.0,0.75
231,0.0,0.0,0.0,0.0,-0.1085221302442862,0.3327563910046783,0.0,-0.1308700993684008,0.0,-0.015491571359034,-0.0289106702613158,0.0513109974777331,0.0,0.0,0.000340806292382,0.0,0.0,0.0,0.0,-0.2541514529238966,0.0,0.0,0.0,0.0286056071810177,0.0610599563963489,0.0,0.0,0.0,0.0,0.0,-0.0098634252667876,0.0,0.0,0.0,0.0166474066350097,0.0,0.0,0.1652576776719848,1.0,3.0,3.0,2.0,30.0,0.25
232,-0.1274729231892829,0.0229837705887797,-0.1178267486852831,-0.0150361630291964,-0.1698114100855905,0.0601306704817912,0.1015604438936776,-0.0624507093991971,0.0306301433702121,0.0265648545715704,-0.0781023712005112,-0.0577555987529466,0.0,0.0206450965960249,0.0778451329788984,-0.2927037803678296,0.0177812910749082,-0.261326132978757,0.0046720507175301,0.0355433872905152,-0.1750612721878341,0.0602547189403744,0.0714364148234184,-0.1437639080082151,0.0733352203016328,0.1187434261426484,-0.200474027875468,0.0434063165578663,0.1158372978135259,0.0408373675697836,0.039623879534796,0.1193147854352838,0.0150738519183087,0.0037144790115054,0.029309321240285,0.1090236238800115,-0.1166342666929071,0.0078002410132476,1.0,3.0,3.0,2.0,30.0,0.5
233,-0.2489917869298722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,30.0,0.75
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600308956161404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,10.0,0.25
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1394754364171292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2444227054016325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,10.0,0.5
236,0.0,-0.092881936014582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,10.0,0.75
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3362110731219031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,20.0,0.25
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1066120745498377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230677971707339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,20.0,0.5
239,-0.1020530295807418,-0.116105874870025,0.0,0.0,0.0,0.0,0.0,0.0,0.1162288667800101,0.0,0.0,0.0,0.0,0.0,0.4561636478397606,0.0,0.0,0.0,0.0,-0.1605805720711344,0.0,0.0,0.0,0.0506851468019053,0.0,0.0,0.0,0.0,-0.0639368371521204,0.0,0.0,0.0,0.0,0.0897300697432533,0.0,0.0,0.0,-0.1124526651907171,1.0,3.0,3.0,3.0,20.0,0.75
