,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,CP0000EZ19M086NEST,IRLTLT01EZM156N,CPHPTT01EZM659N,BAMLHE00EHYIEY,ECBDFR,ECBMLFR,ECBASSETSW,a,b,A,B,s,R_y
413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2800681425902012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,30.0,0.75
414,-0.0305713014578285,-0.1533806874574571,-0.0304701150943446,-0.0416719189112952,0.0177730740736022,-0.0843607647484765,0.0160542794181805,-0.0697862610665695,0.0028657962244806,-0.0701783106785259,-0.01816030380082,0.0163365077398489,-0.0095813134499018,0.0068822535169036,0.1035479418756995,0.0687789461819716,0.0,0.0673115309178118,0.0954715994212841,-0.026062543527152,0.0136318986872674,-0.0462676502075785,-0.011996704555334,0.0537187976918013,0.0181180162343289,0.0524964062293702,0.1336619271257837,0.0058648224191497,0.0479296691972756,0.0036621737462735,-0.0354471740057688,-0.0054211708908463,-0.156390531628929,0.0164414934289539,0.0410553445978361,0.1603827957229971,0.0305343047847351,0.0098002040980112,-0.034419186822796,0.005128453177049,2.0,3.0,1.0,2.0,10.0,0.25
415,0.0,0.0,0.0,0.0,-0.1259749871645662,0.0,0.0,0.0,0.0,0.0,-0.0377063275954801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,10.0,0.5
416,0.0,-0.0932480226088428,0.0752223135976977,0.0,0.0,0.0754262596510593,0.1200107648740617,-0.0008997802737784,0.0,0.0,-0.0404287422735569,0.0,0.0361245105056139,0.0,0.0,0.0025100212902836,0.022893178685228,0.0368872522531325,0.1236234468149666,0.0605579940209136,-0.0641109320366247,0.0,-0.0259110388886824,0.0,0.0,0.0,-0.0445260400111438,0.0093577502301027,0.0,0.0,0.0442243660371944,0.0992842655735574,-0.0184432895164998,0.0294311171925075,-0.0423800681661469,-0.0337798435697633,0.0065111170963153,-0.0600563860538847,0.1427179504348713,0.0034925277012185,2.0,3.0,1.0,2.0,10.0,0.75
417,0.0,0.0463731882360001,0.018957804861827,-0.0679048836962998,0.1277373708635743,0.0226956093679469,0.0405201995212986,-0.1151633499757772,0.0029413416627898,-0.0475784487271456,-0.0014374234301775,0.0,-0.0794756778066053,-0.0475009509389019,0.0680070756043834,0.0512034830761202,-0.130301132979587,0.0,0.0,0.0,0.0663090074052111,0.0727164162641028,-0.0220404627770796,-0.0084408286573807,0.0171393549016558,-0.0298007402069628,0.0,0.0803728398874494,-0.0184993395152686,-0.056381466550321,0.067411464221459,0.0,0.0690160942002264,0.0468091777714081,-0.0604835647836446,0.0234820333431347,0.0085588614420883,-0.0633797497357766,0.1375045012488068,0.0048443602258723,2.0,3.0,1.0,2.0,20.0,0.25
418,0.0565623280544177,-0.0301582397642027,-0.0525790156194163,0.0580097894162697,0.0211376505220738,0.0114635627325889,-0.0049052874752156,-0.0594044506234095,-0.0627351298640876,-0.0541363869469256,0.0360665526206692,-0.0833013952735266,0.038057586686256,-0.0235800832905902,-0.0404989363021902,-0.0997421032896653,0.011843814960405,-0.1214907896190091,-0.0589104886615275,-0.1237807484436504,0.0682351594058239,0.0,-0.087948019184054,0.0291778706724331,-0.0180727724728236,0.087612248462149,-0.0593613858269649,0.0006995475082896,0.0,-0.0542878786607025,0.045599811112227,0.0109022808706837,0.028001715203744,-0.0197021685658187,-0.0595593400712164,0.0619316696698366,0.0516881461437301,0.1318893914642176,-0.1334791974301838,-0.0925187924605021,2.0,3.0,1.0,2.0,20.0,0.5
419,0.0,0.0,0.0460556759431176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045033357566856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,20.0,0.75
420,0.0,0.0205568023638391,0.0,0.0,-0.0144357281769758,0.0087350297447024,0.0,0.0,-0.0170870858037497,-0.0016819477927746,-0.0162289088986413,0.0225379693738273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114850643377395,0.0,2.0,3.0,1.0,2.0,30.0,0.25
421,-0.0376080085854869,0.0370649660652862,-0.0251930883076113,0.065979653243263,-0.0579217346198416,0.0063174722524191,0.0926015620456928,-0.1053187415391879,0.0137060387568416,-0.0320925356221576,0.0722788797679159,0.0049664840927457,-0.079159015067336,-0.0755497216023212,-0.0514716909897397,-0.0149597693957938,-0.0414742451262516,-0.0051531868327406,-0.0071522349520397,-0.0642329349911537,0.0914114237577234,-0.0202416253704683,-0.0274155334871578,0.0016638281183428,0.0131634369657045,0.0039745725594784,0.0538895460046527,0.0369107951696587,-0.0171953006593769,-0.0684421965210688,0.0313128017679035,0.0235364750678396,0.0031639449088002,0.0378815493410354,0.0164516841488512,0.0357889787787311,0.0124763642847995,-0.0607444954230112,-0.0383996368625126,-0.0294443411009745,2.0,3.0,1.0,2.0,30.0,0.5
422,0.0474084275856382,-0.0447271482506527,-0.0621982254022723,0.0303619345591617,0.0879292306711357,-0.0244675144440567,0.0121648664738714,-0.1087257231386706,-0.103933019268778,0.0305597535030666,0.0500057817667818,-0.0342075777536549,0.0176920540489991,0.0448214395889261,-0.0095656953893105,-0.0314125461944295,-0.0240286684413119,-0.0045077353617224,-0.0744703304011897,0.0426659127534359,0.1046835288217437,0.0422215789557348,-0.1169590767200325,-0.0130636204083656,0.048532027352944,-0.0577739412924744,0.0192282327792745,0.0935559496335382,0.0925935978335926,-0.0225404585572916,-0.035696647186399,0.0517105910387403,0.0544848970741219,-0.0219831424823055,0.0,-0.0126061639311129,-0.0838891677470933,0.0553257951854981,-0.0287517451122997,0.0707885531818486,2.0,3.0,1.0,2.0,30.0,0.75
