,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,JPNRGDPEXP,NIKKEI225,IRLTLT01JPM156N,a,b,A,B,s,R_y
638,0.0316347860781344,-0.0512481648599748,-0.0436968061097531,-0.0401136162023459,0.0126503799929469,-0.0885785523002053,-0.0171212963221409,-0.0300909040133861,0.0476081556295023,-0.0293248574415403,0.1354469062633397,0.032676100821654,0.112508819954421,-0.0917731598406967,0.0731658755659518,0.028241347683456,-0.0277948140711414,-0.0225238761342915,-0.0577588120044551,0.0915297499220672,0.1411440920081136,0.0109020981733643,-0.0261101358022357,-0.0621810504710824,-0.0233126615408548,0.0482618150124547,-0.0195506875600166,-0.0375866324242037,0.0,0.0805793694892409,-0.0178787098051187,-0.058365660740819,9.875977601005864e-05,-0.053075072341102,-0.0626660957115412,-0.0734476011454239,3.0,2.0,3.0,2.0,30.0,0.75
639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1229049015936022,0.0,-0.0128820481342794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,10.0,0.25
640,-0.0001467177910279,0.0,0.0,0.0,0.0,0.0,0.0372971668564758,0.0,-0.0478549782522146,0.0,-0.0045323958632411,0.0,-0.0130811654654675,0.0,0.0,0.0,0.0202578636972999,-0.0686975403806736,0.0,0.0,0.0,0.0110997984278245,-0.0471041445050641,0.0,0.0,0.0045640983066854,0.0,0.0,0.0,0.0961937999075034,-0.0636140224057924,0.0103374774687851,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,10.0,0.5
641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125097914005676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,10.0,0.75
642,-0.0379385378666681,0.0607190008297842,-0.0159942682024451,0.0024901127658562,-0.0134785196461736,0.0,-0.0732506291725459,-0.0030769656061435,-0.0157029303374791,-0.0489937062020959,-0.040572680771785,-0.0287188794733116,0.0369893728101557,-0.0060290680277208,-0.012720200106902,-0.0215662361629088,-0.0300025326207727,-0.0329256636073962,-0.035039697992179,0.0723584018542555,0.0362682356238212,0.0400100281073411,-0.0065082047520595,-0.0210693440052479,-0.0094431973135854,-0.0013992349929401,0.0245898566965575,-0.0312270351736585,-0.0600438487985473,-0.0152960066795778,0.029068631488493,0.0161658872554532,-0.0124995850306622,-0.0029413337912785,-0.0013455239834474,-0.0138923460342588,3.0,2.0,3.0,3.0,20.0,0.25
643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.381939224956703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,20.0,0.5
644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503567166830351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,20.0,0.75
645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1056893126062087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,30.0,0.25
646,0.0580369956838623,-0.0474585040891274,0.0367647736018555,0.0,-0.0677717397478235,-0.0336259357842241,0.0578659854010473,0.0,-0.0343712527024941,0.0,0.1037090173208715,0.1284225156061394,0.0952021924467551,-0.0211804394624425,0.0,-0.0827478603374958,0.0,0.1249190695953172,0.0,0.2435112065060179,0.0397857785872688,0.1516703396077652,-0.1304453338408265,0.0309177734249213,0.0,-0.0364340494464207,0.1222867219365324,-0.04572970600109,0.0,-0.0148838256873013,-0.140701754154187,0.0852760791894868,0.0143721345647576,0.0790189067607479,-0.1584461248028672,0.0,3.0,2.0,3.0,3.0,30.0,0.5
647,-0.0206649696067888,-0.1267063642092499,0.0747725604180813,-0.0723692421812678,0.0,0.0850462401751138,0.0424042507535649,-0.0584906918465376,-0.0018580443008261,0.1096474940685505,-0.0938212047290004,0.0,0.0,0.1108061011976194,0.0644701183767418,0.0879975289533332,0.0,-0.0376862114213562,-0.0892883265560279,0.002738849484345,0.0046938117720664,-0.0715187477107903,-0.032024553514442,0.0,-0.0836660450805717,-0.01553485814169,-0.0791869537566644,-0.0986326899704463,0.0078097331768763,-0.0517624293596635,-0.0396540063427355,0.0619520264368098,0.0392217351892557,0.0056157672934446,-0.0981934538987048,0.137462663171637,3.0,2.0,3.0,3.0,30.0,0.75
648,0.0,0.0,0.1470951206306481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1921202562091673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1979893724637647,0.0,0.0,0.0134417610846179,-0.2501999813537283,0.0,0.0,0.0,3.0,3.0,1.0,1.0,10.0,0.25
649,0.0,0.0,-0.0038501895306951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,10.0,0.5
