,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,IRLTLT01GBM156N,UKNGDP,INTGSBGBM193N,a,b,A,B,s,R_y
654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1632425800270299,0.143481910125119,0.0,0.0,-0.1330735758315111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,30.0,0.25
655,0.043255549451172,-0.0277684907901267,-0.1250757158663074,-0.0750280978706297,-0.0542008190886313,0.0012738277008152,0.0864967307032843,-0.0315494204407896,-0.0001350332097246,0.0,0.0230079223813086,0.0992770769608288,0.1521391638595997,-0.020641179135978,0.0182960687015207,-0.0634196359346764,-0.0515455813310813,0.0,-0.1433653878572447,0.065230584044249,0.073504935495245,-0.1226253827618348,-0.040918186393725,-0.0386795861591042,-0.0083294007147575,0.0332026952483724,-0.0368171557181178,-0.1917006734153964,-0.0112232849902381,0.0832132684889594,0.0934957211950054,-0.049481477931195,0.003728775220431,-0.0049815813541387,0.0640128307589555,-0.090185469366415,3.0,3.0,1.0,1.0,30.0,0.5
656,0.0,0.0,0.0,-0.1011497070578599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,30.0,0.75
657,0.0,0.0,0.0,0.0,0.0,0.0,0.1436260034705386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,10.0,0.25
658,0.0,0.0,0.0,-0.016362402240595,0.0063554311252572,-0.0095430584814459,0.0738042239801829,0.0552820534563748,0.1154668750426735,-0.0454630273772821,-0.0069584656080687,-0.0832382974994943,-0.0926777443877291,0.0,0.0269628157969213,0.0,0.0584458582985924,0.0864449632385347,0.0,0.0052782673730202,-0.0262809635802812,0.0099890604897222,-0.0696914247494492,-0.0634959992631874,0.022714491134965,-0.016394433414549,0.0,-0.0458808034390899,0.0739993283008345,-0.0265985007549367,0.0,-0.0901001327835573,-0.0579847771445085,0.0,0.0,-0.1105752301416846,3.0,3.0,1.0,2.0,10.0,0.5
659,0.0,0.0,0.0,0.0296992362681877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387832496903455,0.0277162944788748,0.0,0.0,0.0,0.0,0.0,0.0723913698851632,0.0,0.0,0.0862892563134836,0.0,0.0,-0.1860773613882677,0.0,0.0,0.0,0.2365752081166224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,10.0,0.75
660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0442140157844074,0.0,0.3552705927852851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,20.0,0.25
661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1934829602807484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,20.0,0.5
662,-0.088845428725792,0.0545587801790681,-0.1105544539210454,0.1289314846692289,0.0142901164788035,0.071420397379562,-0.028442630099438,-0.0175324975223464,-0.0159967602047305,0.1724100102207866,-0.0900877313211657,-0.1146114694615677,0.083271625551042,0.0937956823185549,0.2050452391775692,0.1349663229325798,-0.0223312532291759,-0.069847410057603,0.0887378590042871,-0.0584749413498636,-0.0369941390789006,0.0382026681985382,-0.1394408363397385,0.0,0.1167981512868821,0.0644332126497709,-0.0639934647032099,-0.0333977747956489,-0.0901777167120296,0.1271982023069319,-0.1261394029947863,-0.0607485989338411,0.0406730209374409,-0.0534974642110318,0.1111944613614525,-0.0548862872593342,3.0,3.0,1.0,2.0,20.0,0.75
663,-0.0439150138353966,0.0,-0.0539238084264999,-0.1371444665784744,-0.0658756425766144,0.0,-0.0878470440763963,-0.1106980919951396,-0.0092651035283821,0.0,0.0,0.0663760674095286,0.0,0.0,0.0,-0.1217385055766534,-0.0673268646254638,0.0,-0.0173212440423659,-0.011317040781681,-0.1225444362465536,0.0,0.0182501784279122,0.0,0.0,0.1238656052639061,0.0,0.0,0.0,0.1252686517379643,0.0,0.0,-0.0449658213677411,0.0,0.0,-0.0278494475608346,3.0,3.0,1.0,2.0,30.0,0.25
